provider,voice_id,model,is_child_friendly,execution_time,cost_usd,audio_file_path,file_size_bytes,duration_estimate_sec,quality_score,generation_error,story_hash,story_source_model,story_source_image,story_word_count,character_count,timestamp
elevenlabs,iP95p4xoKVk53GoZ742B,eleven_flash_v2_5,False,0.803,0.0,,0,0,0,True,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
elevenlabs,TX3LPaxmHKxFdv7VOQHJ,eleven_flash_v2_5,True,0.764,0.0,,0,0,0,True,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-US-Neural2-H,Neural2,True,2.975,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-US-Neural2-H.wav,3504436,109.51,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-US-Neural2-F,Neural2,True,4.288,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-US-Neural2-F.wav,3893634,121.68,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-US-Neural2-J,Neural2,False,3.006,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-US-Neural2-J.wav,3725814,116.43,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-US-Neural2-G,Neural2,True,2.872,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-US-Neural2-G.wav,3629198,113.41,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-US-Neural2-I,Neural2,True,3.102,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-US-Neural2-I.wav,3577168,111.79,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-GB-Neural2-A,Neural2,False,3.71,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-GB-Neural2-A.wav,3739542,116.86,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-GB-Neural2-B,Neural2,False,3.5,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-GB-Neural2-B.wav,3612626,112.89,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-GB-Neural2-C,Neural2,True,3.624,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-GB-Neural2-C.wav,4089366,127.79,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-GB-Neural2-D,Neural2,False,3.014,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-GB-Neural2-D.wav,4110972,128.47,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-AU-Neural2-A,Neural2,True,3.259,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-AU-Neural2-A.wav,3899536,121.86,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-AU-Neural2-B,Neural2,False,3.343,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-AU-Neural2-B.wav,3331962,104.12,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-AU-Neural2-C,Neural2,True,3.121,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-AU-Neural2-C.wav,3609454,112.8,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
google,en-AU-Neural2-D,Neural2,False,2.721,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-AU-Neural2-D.wav,3258146,101.82,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
openai,alloy,tts-1,False,42.255,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_alloy.wav,3934844,122.96,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
openai,echo,tts-1,False,32.552,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_echo.wav,3919244,122.48,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
openai,fable,tts-1,True,20.465,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_fable.wav,3960644,123.77,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
openai,onyx,tts-1,False,13.612,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_onyx.wav,3920444,122.51,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
openai,nova,tts-1,True,20.174,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_nova.wav,3912644,122.27,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
openai,shimmer,tts-1,True,66.761,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_shimmer.wav,3921644,122.55,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_183921
