provider,voice_id,model,is_child_friendly,execution_time,cost_usd,audio_file_path,file_size_bytes,duration_estimate_sec,quality_score,generation_error,story_hash,story_source_model,story_source_image,story_word_count,character_count,timestamp
elevenlabs,EXAVITQu4vr4xnSDxMaL,eleven_flash_v2_5,True,2.553,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_EXAVITQu4vr4xnSDxMaL.wav,719770,22.49,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,FGY2WhTYpPnrIDTdsKH5,eleven_flash_v2_5,True,2.114,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_FGY2WhTYpPnrIDTdsKH5.wav,619460,19.36,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,cgSgspJ2msm6clMCkdW9,eleven_flash_v2_5,True,2.436,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_cgSgspJ2msm6clMCkdW9.wav,696782,21.77,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,bIHbv24MWmeRgasZH58o,eleven_flash_v2_5,True,2.547,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_bIHbv24MWmeRgasZH58o.wav,692603,21.64,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,TX3LPaxmHKxFdv7VOQHJ,eleven_flash_v2_5,True,2.177,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_TX3LPaxmHKxFdv7VOQHJ.wav,698454,21.83,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,N2lVS1w4EtoT3dr4eOWO,eleven_flash_v2_5,True,2.304,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_N2lVS1w4EtoT3dr4eOWO.wav,815065,25.47,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,IKne3meq5aSn9XLyUdCD,eleven_flash_v2_5,True,2.121,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_IKne3meq5aSn9XLyUdCD.wav,722278,22.57,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,XB0fDUnXU5powFXDhCwa,eleven_flash_v2_5,False,2.574,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_XB0fDUnXU5powFXDhCwa.wav,872325,27.26,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,cjVigY5qzO86Huf0OWal,eleven_flash_v2_5,True,2.982,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_cjVigY5qzO86Huf0OWal.wav,650807,20.34,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,XrExE9yKIg1WjnnlVkGX,eleven_flash_v2_5,True,10.336,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_XrExE9yKIg1WjnnlVkGX.wav,721442,22.55,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,Xb7hH8MSUJpSbSDYk0k2,eleven_flash_v2_5,False,2.387,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_Xb7hH8MSUJpSbSDYk0k2.wav,746102,23.32,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
elevenlabs,iP95p4xoKVk53GoZ742B,eleven_flash_v2_5,False,2.561,0.015048,../results/tts_analysis/audio_files/story_644a16a4_elevenlabs_iP95p4xoKVk53GoZ742B.wav,648717,20.27,14.25,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-US-Neural2-H,Neural2,True,1.793,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-US-Neural2-H.wav,1851304,57.85,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-US-Neural2-F,Neural2,True,2.31,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-US-Neural2-F.wav,2044214,63.88,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-US-Neural2-J,Neural2,False,2.27,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-US-Neural2-J.wav,1974966,61.72,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-US-Neural2-G,Neural2,True,2.417,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-US-Neural2-G.wav,1915826,59.87,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-US-Neural2-I,Neural2,True,2.37,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-US-Neural2-I.wav,1882612,58.83,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-GB-Neural2-A,Neural2,False,2.338,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-GB-Neural2-A.wav,2011394,62.86,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-GB-Neural2-B,Neural2,False,2.831,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-GB-Neural2-B.wav,1891342,59.1,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-GB-Neural2-C,Neural2,True,2.358,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-GB-Neural2-C.wav,2145426,67.04,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-GB-Neural2-D,Neural2,False,1.969,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-GB-Neural2-D.wav,2125720,66.43,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-AU-Neural2-A,Neural2,True,2.632,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-AU-Neural2-A.wav,2067508,64.61,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-AU-Neural2-B,Neural2,False,2.274,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-AU-Neural2-B.wav,1735442,54.23,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-AU-Neural2-C,Neural2,True,2.822,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-AU-Neural2-C.wav,1891314,59.1,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
google,en-AU-Neural2-D,Neural2,False,2.244,0.010944,../results/tts_analysis/audio_files/story_644a16a4_google_en-AU-Neural2-D.wav,1729164,54.04,13.5,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
openai,alloy,tts-1,False,5.953,0.01026,../results/tts_analysis/audio_files/story_644a16a4_openai_alloy.wav,2009444,62.8,12.75,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
openai,echo,tts-1,False,7.022,0.01026,../results/tts_analysis/audio_files/story_644a16a4_openai_echo.wav,2014244,62.95,12.75,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
openai,fable,tts-1,True,6.511,0.01026,../results/tts_analysis/audio_files/story_644a16a4_openai_fable.wav,2010044,62.81,12.75,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
openai,onyx,tts-1,False,5.588,0.01026,../results/tts_analysis/audio_files/story_644a16a4_openai_onyx.wav,2014244,62.95,12.75,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
openai,nova,tts-1,True,12.94,0.01026,../results/tts_analysis/audio_files/story_644a16a4_openai_nova.wav,2013644,62.93,12.75,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
openai,shimmer,tts-1,True,9.622,0.01026,../results/tts_analysis/audio_files/story_644a16a4_openai_shimmer.wav,2017244,63.04,12.75,False,644a16a4,custom_test_story,robot_and_butterfly_workshop,106,684,20250613_203613
